win_id,t_rel_start,mbps_Uplink,mbps_Downlink,pps_Uplink,pps_Downlink,len_mean_Uplink,len_mean_Downlink,iat_mean_Uplink,iat_mean_Downlink,iat_var_Uplink,iat_var_Downlink,rssi_mean_Uplink,rssi_mean_Downlink,snr_mean_Uplink,snr_mean_Downlink,sleep_fraction,qos_frac_BE,qos_frac_BK,qos_frac_VI,qos_frac_VO,label
35,525.0,0.2463328,2.5136037333333334,158.13333333333333,240.26666666666668,194.71922428330524,1307.7155937846835,0.0058646554033849,0.0038523016920891,0.0001141845403201,0.0004691841793903,-24.443929173693085,-45.43701442841287,71.55607082630691,50.56298557158713,0.2365249315897623,0.9957814807002742,0.0010546298249314,0.0006327778949588,0.0025311115798354,web
36,540.0,0.2110229333333333,1.382368,119.8,140.73333333333332,220.1825264329438,1227.825675035528,0.0083431853748907,0.0070338607399384,0.0011802939281541,0.0034062290408049,-22.73956594323873,-47.97584083372809,73.26043405676127,48.02415916627191,0.1947606245676676,0.9887869520897044,0.0,0.001019367991845,0.0101936799184505,web
37,555.0,0.2225610666666666,0.1567461333333333,84.2,22.266666666666666,330.40538400633415,879.937125748503,0.0117264200125934,0.0424530234064783,0.0019377543628399,0.0377885248280377,-24.028503562945367,-49.47904191616767,71.97149643705463,46.52095808383233,0.3555362224578857,0.9947575360419396,0.0,0.0,0.0052424639580602,web
38,570.0,0.2419141333333333,5.5098378666666665,147.53333333333333,510.46666666666664,204.96565747853592,1349.2158808933002,0.0067013024637108,0.0019358141482063,0.0020816997346043,0.001046140362894,-27.87031179394487,-43.94449523312002,68.12968820605514,52.05550476687998,0.1656558513641357,0.992433942497963,0.0001164008846467,0.002910022116168,0.0045396345012222,streaming
39,585.0,0.0706133333333333,1.1671077333333333,63.733333333333334,111.0,138.49372384937237,1314.3105105105103,0.0157017915036665,0.0088658888752643,0.0030486617107422,0.0046335369477394,-31.114016736401673,-45.34894894894895,64.88598326359832,50.65105105105105,0.2943794091542562,0.9912998976458548,0.0061412487205731,0.0,0.0025588536335721,streaming
40,600.0,0.0352997333333333,0.1501525333333333,51.13333333333333,15.733333333333333,86.29335071707953,1192.949152542373,0.0195623875909312,0.0516466800202714,0.0109794681221833,0.0801281077436022,-22.94915254237288,-44.25,72.0651890482399,50.75,0.3530671278635661,0.94375,0.0,0.009375,0.046875,streaming
41,615.0,0.0342608,0.5082208,45.4,48.0,94.33039647577093,1323.4916666666666,0.0216565163696513,0.0202128207401705,0.0138417749347458,0.0327436832155006,-19.491923641703377,-44.852777777777774,75.50807635829662,50.147222222222226,0.5505430857340495,0.9689826302729528,0.0272952853598014,0.0012406947890818,0.0024813895781637,streaming
42,630.0,0.0256592,0.4189285333333333,22.866666666666667,39.733333333333334,140.26530612244898,1317.9379194630872,0.0403652281789054,0.0230291194274645,0.0453012054147843,0.0403980712133049,-27.504373177842567,-43.29697986577181,68.42274052478135,52.69798657718121,0.7235239187876383,1.0,0.0,0.0,0.0,streaming
43,645.0,0.02688,0.500056,22.466666666666665,47.93333333333333,149.55489614243322,1304.04033379694,0.0422562225943519,0.0193499163996874,0.046811259537821,0.0300349970727191,-22.498516320474774,-47.749652294853966,73.50148367952522,48.250347705146034,0.7237512270609537,0.966789667896679,0.031980319803198,0.0,0.001230012300123,streaming
44,660.0,0.0538688,0.2349189333333333,47.8,29.8,140.87029288702928,985.3982102908276,0.0203772500240603,0.0320857218028184,0.0072664359012469,0.0304974995450894,-23.550906555090656,-49.686800894854585,72.44909344490935,46.313199105145415,0.6884450753529866,0.9648562300319488,0.0255591054313099,0.0,0.0095846645367412,streaming
45,675.0,0.2204746666666666,0.4729493333333333,124.33333333333331,75.93333333333334,221.656836461126,778.5601404741001,0.0076726850266108,0.0125674893441225,0.001415156514902,0.0048231920219726,-22.40053619302949,-52.47058823529411,73.5994638069705,43.52941176470589,0.5329619725545247,0.944580676802354,0.043648847474252,0.0093182932810201,0.0024521824423737,speedtest
46,690.0,1.4814176,18.790242133333333,611.1333333333333,1581.0,303.0062179557107,1485.629517183217,0.0016362984940497,0.0006323033645139,0.0001229599798676,0.0001214904955348,-37.554052579906184,-45.35121231288214,58.445947420093816,50.64878768711786,0.1208084424336751,0.9982259018332348,0.0003423698216564,0.0010582339942108,0.0003734943508979,speedtest
47,705.0,0.3950869333333333,0.5188016,205.46666666666667,137.6,240.3595068137573,471.2950581395349,0.0048607750706609,0.0072515351761907,5.0393889047426454e-05,0.0006962140159657,-25.38676184295912,-59.68168604651163,70.61323815704088,36.31831395348837,0.0538440545399983,0.8350361325691502,0.1617243957139297,0.0022427111886369,0.000996760528283,speedtest
48,720.0,0.2603925333333333,1.3366650666666666,193.2,170.93333333333334,168.47342995169083,977.4754290171606,0.0051411076336018,0.0057267831072321,0.0002457403368942,0.0011788681033525,-21.734989648033125,-53.21489859594384,74.26501035196688,42.78510140405616,0.2745876630147298,0.7601683029453016,0.2281439925198691,0.0102851799906498,0.0014025245441795,speedtest
49,735.0,0.0298170666666666,0.0136021333333333,36.733333333333334,4.333333333333333,101.46460980036298,392.3692307692308,0.0272167821363969,0.2237301878631115,0.0183519646501629,0.2806128371113954,-25.95825771324864,-61.96923076923077,70.04174228675136,34.03076923076923,0.7029069264729818,0.8662420382165605,0.0318471337579617,0.0,0.1019108280254777,idle
50,750.0,0.0764042666666666,0.0164698666666666,58.86666666666667,6.266666666666667,162.2400906002265,328.52127659574467,0.0169940000218328,0.1582703026392126,0.017688300651878,0.2270643830701064,-33.091732729331824,-56.755319148936174,62.908267270668176,39.244680851063826,0.6703980286916097,0.7159090909090909,0.0,0.0085227272727272,0.2755681818181818,idle
51,765.0,0.0542581333333333,0.0168181333333333,53.93333333333333,3.8666666666666663,125.75278121137208,543.6896551724138,0.0185344343138213,0.2508866494162041,0.0124781603450828,0.2482523259373884,-29.03213844252163,-54.241379310344826,66.96786155747837,41.758620689655174,0.5518377780914306,0.7405660377358491,0.0094339622641509,0.0047169811320754,0.2452830188679245,idle
52,780.0,0.0593029333333333,0.076792,70.6,17.0,104.99811142587346,564.6470588235294,0.0141729499532054,0.0580551220676091,0.0034879291788421,0.0521165955870418,-26.649669499527857,-53.83921568627451,69.35033050047214,42.16078431372549,0.4864290396372477,0.9400479616306956,0.0239808153477218,0.0,0.0359712230215827,idle
53,795.0,0.046624,0.0636336,46.2,11.066666666666666,126.14718614718616,718.7530120481928,0.0199985218185909,0.0785869280497233,0.0084872208565186,0.0744428650056013,-23.48917748917749,-47.16265060240964,72.5108225108225,48.83734939759036,0.5990725994110108,1.0,0.0,0.0,0.0,
54,810.0,0.0011797333333333,6.186666666666666e-05,1.4,0.0666666666666666,105.33333333333331,116.0,0.0510645985603332,0.0,0.0396543657688597,0.0,-23.80952380952381,-64.0,72.19047619047619,32.0,0.0836110750834147,0.2,0.0,0.2,0.6,
