win_id,t_rel_start,mbps_Uplink,mbps_Downlink,pps_Uplink,pps_Downlink,len_mean_Uplink,len_mean_Downlink,iat_mean_Uplink,iat_mean_Downlink,iat_var_Uplink,iat_var_Downlink,rssi_mean_Uplink,rssi_mean_Downlink,snr_mean_Uplink,snr_mean_Downlink,sleep_fraction,qos_frac_BE,qos_frac_BK,qos_frac_VI,qos_frac_VO
10,150.0,0.10926826666666667,4.316365333333334,83.4,397.53333333333336,163.77138289368506,1357.2337749454973,0.011204151916503906,0.0022838361228884004,0.003950663234014717,0.0028640473123272376,-20.13269384492406,-45.68958577897032,75.86730615507594,50.31041422102968,0.587372366587321,0.9981429897864438,0.001392757660167131,0.0,0.00046425255338904364
11,165.0,0.025337066666666668,1.6720213333333334,29.0,152.26666666666668,109.21149425287356,1372.6094570928196,0.03412963607893561,0.006460605772555632,0.029388702268977406,0.009675995794358589,-16.47816091954023,-47.27101576182137,79.52183908045977,48.72898423817863,0.7426434516906738,0.9987598181066556,0.0,0.00041339396444811904,0.0008267879288962381
12,180.0,0.0308048,0.39533866666666667,49.53333333333333,36.733333333333334,77.73755047106326,1345.2994555353903,0.018634744088926083,0.02204224716533314,0.007958724302083033,0.037480500260717045,-19.142664872139974,-45.330308529945555,76.85733512786003,50.669691470054445,0.3910576820373535,0.9771241830065359,0.0016339869281045752,0.004901960784313725,0.016339869281045753
13,195.0,0.033341333333333334,2.5730618666666665,33.4,234.33333333333334,124.78043912175649,1372.5436699857753,0.029990277767181397,0.004258785996846876,0.01560712005677201,0.004594026242416744,-19.872255489021956,-45.74765291607397,76.12774451097805,50.25234708392603,0.6659267743428549,0.9997284822155851,0.0,0.0,0.00027151778441487917
14,210.0,0.4361088,6.5641978666666665,193.6,576.5333333333333,281.57851239669424,1423.2043246993524,0.005156336592839497,0.000986871380771228,0.013802779106308921,0.0004908301972229595,-33.32231404958678,-45.7627197039778,62.67768595041322,50.2372802960222,0.661745548248291,0.9907281156258522,0.003090628124715935,0.004272338878283793,0.0019089173711480775
15,225.0,1.2805808,32.84300426666667,569.7333333333333,2795.0666666666666,280.9605663468289,1468.7934217430711,0.0017539956543165176,0.00035757650558480776,3.870817971639737e-05,6.5701288631652114e-06,-35.2312192838755,-44.03551495492057,60.7687807161245,51.96448504507943,0.05452429453531901,0.9954684307418422,0.004288806619327952,0.00018207197912241307,6.069065970747102e-05
16,240.0,0.3909685333333333,0.3661914666666667,213.66666666666666,224.06666666666666,228.7257410296412,204.28711692948528,0.004677494069312544,0.004460318173680987,4.7846046513065584e-05,6.560331482050532e-05,-24.56411856474259,-55.65813745908956,71.43588143525741,40.34186254091044,0.038265419006347653,0.830685853111568,0.1672584563632966,0.00037376191366099795,0.0016819286114744907
17,255.0,0.705344,9.702733333333333,360.6,905.2,244.50360510260677,1339.8604359994108,0.0027733513501268874,0.0011035219825946364,4.204343121246124e-05,4.821257430658565e-05,-32.64503605102607,-46.55582560023568,63.35496394897393,49.44417439976432,0.2336256504058838,0.9467181035446718,0.05059823325505982,0.002571843900257184,0.00011181930001118193
18,270.0,0.5514010666666667,5.957599466666666,245.2,632.6666666666666,281.09760739532356,1177.0810326659641,0.004075253175139459,0.001578992731466423,4.689699493027871e-05,6.209452372372505e-05,-27.624796084828713,-46.92750263435195,68.37520391517128,49.07249736564805,0.13023207982381185,0.989024798927614,0.0070375335120643435,0.0029323056300268094,0.0010053619302949062
19,285.0,0.39356,0.3316416,225.0,197.6,218.64444444444445,209.79352226720647,0.004439745065228927,0.005055808634762823,5.1499057889350515e-05,0.00012780341749575692,-26.433777777777777,-55.58097165991903,69.56622222222222,40.41902834008097,0.140554936726888,0.7527131782945736,0.24631782945736433,0.0,0.0009689922480620155
20,300.0,1.1475888,23.607989333333332,528.2666666666667,2032.4666666666667,271.54581019687026,1451.9296749434186,0.0018903662667015082,0.0004912350877395086,4.245924776746919e-05,1.1973143158318081e-05,-35.98637051993943,-45.02059894381212,60.01362948006057,50.97940105618788,0.2245922883351644,0.9925858515564359,0.005165814619523032,0.0021680361874682154,8.029763657289687e-05
21,315.0,0.7204042666666667,12.008399466666667,318.6,1116.4,282.64448629420383,1344.5449062462678,0.0031353109997653123,0.0008941589735913327,4.9136116913202994e-05,1.9225680503652834e-05,-30.429587779870264,-47.489370595963216,65.57041222012974,48.510629404036784,0.03809169133504232,0.9733444602621374,0.02547739433508419,0.0007854302685189731,0.00039271513425948653
22,330.0,0.17141973333333332,0.14092746666666667,120.66666666666667,57.266666666666666,177.5756906077348,307.61233993015134,0.006290944786345913,0.012725594438317217,0.0016309381339207642,0.005005150538848482,-24.139226519337015,-55.67636786961583,71.86077348066298,40.32363213038417,0.1582125186920166,0.6523605150214592,0.33798283261802575,0.0037553648068669528,0.005901287553648069
23,345.0,0.0090336,0.0020037333333333333,6.333333333333333,0.8,178.29473684210527,313.0833333333333,0.11002080744885384,0.9512624523856423,0.11436317399375871,5.613879442756746,-36.6,-45.166666666666664,59.4,50.833333333333336,0.17121386528015137,0.24561403508771928,0.0,0.14035087719298245,0.6140350877192983
24,360.0,0.014573333333333334,0.0006197333333333333,12.533333333333333,0.4,145.34574468085106,193.66666666666666,0.0774643306426186,1.5540591716766357,0.09181574588815827,9.24341397007662,-30.51595744680851,-65.0,65.48404255319149,31.0,0.18992719650268555,0.4791666666666667,0.0,0.10416666666666667,0.4166666666666667
25,375.0,0.017362133333333335,0.0020933333333333333,21.4,1.2,101.41433021806854,218.05555555555554,0.04245683178305626,0.7685942930333755,0.07586006182548673,3.12585698913957,-29.05607476635514,-53.888888888888886,66.94392523364486,42.111111111111114,0.30985088348388673,0.4625,0.0,0.0875,0.45
26,390.0,0.04230186666666667,0.0016901333333333333,51.0,0.9333333333333333,103.68104575163399,226.35714285714286,0.016573576090847635,0.6065336924332839,0.00731116871673451,0.9265703747649202,-29.46535947712418,-52.642857142857146,66.53464052287582,43.357142857142854,0.37270692189534504,0.4,0.0,0.016666666666666666,0.5833333333333334
27,405.0,0.005254933333333333,0.0015104,4.666666666666667,0.8,140.75714285714287,236.0,0.1845467678014783,0.8049014481631193,0.3840777612830034,2.508160300569651,-28.47142857142857,-57.416666666666664,67.52857142857142,38.583333333333336,0.7881009896596273,0.5666666666666667,0.16666666666666666,0.03333333333333333,0.23333333333333334
28,420.0,0.0012608,0.00010026666666666667,1.1333333333333333,0.06666666666666667,139.05882352941177,188.0,0.6652863770723343,0.0,5.353780418598897,0.0,-31.647058823529413,-49.0,64.3529411764706,47.0,0.7458344618479411,0.6666666666666666,0.0,0.0,0.3333333333333333
29,435.0,0.015651733333333334,0.010816,16.866666666666667,3.1333333333333333,115.99604743083005,431.48936170212767,0.044667455885145396,0.19229719431503958,0.24742016942171294,1.2707786567342212,-23.51778656126482,-48.851063829787236,72.48221343873517,47.148936170212764,0.011636161804199218,0.7745098039215687,0.0,0.058823529411764705,0.16666666666666666
30,450.0,0.05606613333333333,0.04138613333333333,72.66666666666667,8.466666666666667,96.44403669724771,611.0157480314961,0.01374042614322939,0.11615172265067933,0.0023801623741209993,0.06999468640630736,-18.08348623853211,-58.78740157480315,77.9165137614679,37.21259842519685,0.420656951268514,0.967391304347826,0.0,0.0,0.03260869565217391
31,465.0,0.1193264,0.21192266666666668,88.53333333333333,38.333333333333336,168.476656626506,691.0521739130435,0.011281033072511146,0.025844829007723606,0.0031777844366766227,0.02139660514035981,-20.808734939759034,-56.735652173913046,75.19126506024097,39.264347826086954,0.24937750498453776,0.9485935984481086,0.01842870999030068,0.004849660523763337,0.028128031037827354
32,480.0,0.07462613333333333,0.3757141333333333,42.06666666666667,38.6,221.74960380348654,1216.6908462867011,0.020022249221801756,0.021825488050916202,0.06371730177826737,0.13887493501436127,-24.082408874801903,-49.66148531951641,71.9175911251981,46.33851468048359,0.28053170839945474,0.9839228295819936,0.0,0.003215434083601286,0.012861736334405145
33,495.0,0.0033781333333333333,0.00030346666666666665,2.066666666666667,0.2,204.32258064516128,189.66666666666666,0.007393503189086914,0.0015399456024169922,0.0002204184584217791,4.51223058917094e-06,-19.129032258064516,-66.0,76.87096774193549,30.0,0.985674508412679,0.4375,0.0,0.1875,0.375
34,510.0,0.0001232,0.0,0.06666666666666667,0.0,231.0,0.0,0.0,0.0,0.0,0.0,-64.0,0.0,32.0,0.0,0.6626439412434896,0.0,0.0,0.0,0.0
35,525.0,0.2463328,2.5136037333333334,158.13333333333333,240.26666666666668,194.71922428330524,1307.7155937846837,0.005864655403384977,0.003852301692089173,0.00011418454032014776,0.00046918417939034127,-24.443929173693085,-45.43701442841287,71.55607082630691,50.56298557158713,0.23652493158976237,0.9957814807002742,0.001054629824931449,0.0006327778949588694,0.0025311115798354778
36,540.0,0.21102293333333333,1.382368,119.8,140.73333333333332,220.1825264329438,1227.825675035528,0.008343185374890776,0.007033860739938455,0.0011802939281541907,0.003406229040804943,-22.73956594323873,-47.97584083372809,73.26043405676127,48.02415916627191,0.19476062456766766,0.9887869520897044,0.0,0.0010193679918450561,0.010193679918450561
37,555.0,0.22256106666666667,0.15674613333333334,84.2,22.266666666666666,330.40538400633415,879.937125748503,0.011726420012593459,0.04245302340647838,0.0019377543628399598,0.03778852482803772,-24.028503562945367,-49.47904191616767,71.97149643705463,46.52095808383233,0.35553622245788574,0.9947575360419397,0.0,0.0,0.005242463958060288
38,570.0,0.24191413333333334,5.5098378666666665,147.53333333333333,510.46666666666664,204.96565747853592,1349.2158808933002,0.006701302463710847,0.0019358141482063221,0.002081699734604357,0.0010461403628940894,-27.87031179394487,-43.94449523312002,68.12968820605514,52.05550476687998,0.16565585136413574,0.992433942497963,0.00011640088464672332,0.002910022116168083,0.004539634501222209
39,585.0,0.07061333333333333,1.1671077333333333,63.733333333333334,111.0,138.49372384937237,1314.3105105105105,0.015701791503666584,0.008865888875264388,0.0030486617107422687,0.0046335369477394335,-31.114016736401673,-45.34894894894895,64.88598326359832,50.65105105105105,0.2943794091542562,0.9912998976458547,0.006141248720573183,0.0,0.00255885363357216
40,600.0,0.03529973333333333,0.15015253333333334,51.13333333333333,15.733333333333333,86.29335071707953,1192.949152542373,0.019562387590931228,0.051646680020271465,0.010979468122183398,0.0801281077436022,-22.949152542372882,-44.25,72.0651890482399,50.75,0.3530671278635661,0.94375,0.0,0.009375,0.046875
41,615.0,0.0342608,0.5082208,45.4,48.0,94.33039647577093,1323.4916666666666,0.021656516369651345,0.02021282074017054,0.013841774934745801,0.03274368321550068,-19.491923641703377,-44.852777777777774,75.50807635829662,50.147222222222226,0.5505430857340495,0.9689826302729528,0.02729528535980149,0.0012406947890818859,0.0024813895781637717
42,630.0,0.0256592,0.41892853333333335,22.866666666666667,39.733333333333334,140.26530612244898,1317.9379194630872,0.04036522817890546,0.02302911942746459,0.04530120541478436,0.04039807121330496,-27.504373177842567,-43.29697986577181,68.42274052478135,52.69798657718121,0.7235239187876383,1.0,0.0,0.0,0.0
43,645.0,0.02688,0.500056,22.466666666666665,47.93333333333333,149.55489614243322,1304.04033379694,0.042256222594351994,0.019349916399687445,0.046811259537821025,0.030034997072719102,-22.498516320474778,-47.749652294853966,73.50148367952522,48.250347705146034,0.7237512270609537,0.966789667896679,0.03198031980319803,0.0,0.0012300123001230013
44,660.0,0.0538688,0.23491893333333333,47.8,29.8,140.87029288702928,985.3982102908277,0.0203772500240603,0.0320857218028184,0.007266435901246989,0.03049749954508949,-23.550906555090656,-49.686800894854585,72.44909344490935,46.313199105145415,0.6884450753529866,0.9648562300319489,0.025559105431309903,0.0,0.009584664536741214
45,675.0,0.22047466666666668,0.47294933333333333,124.33333333333333,75.93333333333334,221.656836461126,778.5601404741001,0.00767268502661087,0.012567489344122539,0.001415156514902003,0.004823192021972632,-22.40053619302949,-52.470588235294116,73.5994638069705,43.529411764705884,0.5329619725545247,0.9445806768023541,0.04364884747425209,0.009318293281020108,0.0024521824423737125
46,690.0,1.4814176,18.790242133333333,611.1333333333333,1581.0,303.0062179557107,1485.6295171832173,0.001636298494049745,0.0006323033645139573,0.00012295997986762404,0.00012149049553483583,-37.554052579906184,-45.35121231288214,58.445947420093816,50.64878768711786,0.12080844243367513,0.9982259018332348,0.00034236982165644744,0.0010582339942108376,0.0003734943508979427
47,705.0,0.39508693333333333,0.5188016,205.46666666666667,137.6,240.3595068137573,471.2950581395349,0.004860775070660921,0.007251535176190715,5.0393889047426454e-05,0.0006962140159657684,-25.386761842959118,-59.68168604651163,70.61323815704088,36.31831395348837,0.053844054539998375,0.8350361325691502,0.16172439571392974,0.00224271118863693,0.00099676052828308
48,720.0,0.26039253333333334,1.3366650666666666,193.2,170.93333333333334,168.47342995169083,977.4754290171606,0.005141107633601891,0.005726783107232173,0.0002457403368942075,0.0011788681033525529,-21.734989648033125,-53.214898595943836,74.26501035196688,42.785101404056164,0.2745876630147298,0.7601683029453016,0.2281439925198691,0.010285179990649837,0.001402524544179523
49,735.0,0.029817066666666666,0.013602133333333334,36.733333333333334,4.333333333333333,101.46460980036298,392.3692307692308,0.027216782136396927,0.2237301878631115,0.018351964650162967,0.28061283711139545,-25.95825771324864,-61.96923076923077,70.04174228675136,34.03076923076923,0.7029069264729818,0.8662420382165605,0.03184713375796178,0.0,0.10191082802547771
50,750.0,0.07640426666666666,0.016469866666666666,58.86666666666667,6.266666666666667,162.2400906002265,328.52127659574467,0.01699400002183287,0.15827030263921266,0.01768830065187802,0.22706438307010646,-33.091732729331824,-56.755319148936174,62.908267270668176,39.244680851063826,0.6703980286916097,0.7159090909090909,0.0,0.008522727272727272,0.2755681818181818
51,765.0,0.05425813333333333,0.016818133333333332,53.93333333333333,3.8666666666666667,125.75278121137207,543.6896551724138,0.018534434313821322,0.2508866494162041,0.012478160345082806,0.2482523259373884,-29.03213844252163,-54.241379310344826,66.96786155747837,41.758620689655174,0.5518377780914306,0.7405660377358491,0.009433962264150943,0.0047169811320754715,0.24528301886792453
52,780.0,0.059302933333333335,0.076792,70.6,17.0,104.99811142587346,564.6470588235294,0.014172949953205418,0.05805512206760917,0.003487929178842174,0.0521165955870418,-26.649669499527857,-53.83921568627451,69.35033050047214,42.16078431372549,0.4864290396372477,0.9400479616306955,0.023980815347721823,0.0,0.03597122302158273
53,795.0,0.046624,0.0636336,46.2,11.066666666666666,126.14718614718615,718.7530120481928,0.019998521818590992,0.07858692804972331,0.008487220856518622,0.07444286500560138,-23.48917748917749,-47.16265060240964,72.5108225108225,48.83734939759036,0.5990725994110108,1.0,0.0,0.0,0.0
54,810.0,0.0011797333333333332,6.186666666666666e-05,1.4,0.06666666666666667,105.33333333333333,116.0,0.051064598560333255,0.0,0.039654365768859785,0.0,-23.80952380952381,-64.0,72.19047619047619,32.0,0.08361107508341471,0.2,0.0,0.2,0.6
